店名,種類,地址,評價,評分人數
綠種籽-素食燒烤,restaurant,80241台灣高雄市苓雅區永昌街46號,4.6,427
烙餅小廚 成功店,"meal_delivery, store",801台灣高雄市前金區成功一路437號,4.9,32
世奇文創餐廳 大立店,restaurant,801台灣高雄市前金區五福三路57號3樓,4.5,514
十二月 粥品 • 茶飲 • 私房菜｜高雄大立店,restaurant,801台灣高雄市前金區五福三路57號大立A館8樓,4.6,1460
鼎客潮x善待自己樂活素食/咖啡烘培 DINKET 品牌聯名店,"bakery, cafe, restaurant, store",806台灣高雄市前鎮區二聖一路110號,4.6,806
紫色蓮花蔬食百匯,restaurant,806台灣高雄市前鎮區瑞和街182號,4.5,101
品宣素食,restaurant,806台灣高雄市前鎮區崗山南街499號,4.9,39
天之御草食-瑞興店,restaurant,806台灣高雄市前鎮區瑞興街105號,5.0,1
修緣早點·素食,restaurant,806台灣高雄市前鎮區二聖二路1號,4.7,344
好野菜Richvege,restaurant,802台灣高雄市苓雅區廣州一街127之4號,4.6,446
曾尚素食,restaurant,806台灣高雄市前鎮區廣西路29號,4.8,23
竑慬素食小吃,restaurant,80641台灣高雄市前鎮區瑞和街234號,4.6,80
觀自在素食小丸子（素食章魚燒）,restaurant,806台灣高雄市前鎮區公正路181號旁邊的店舖,4.7,21
御禾味素食,restaurant,806台灣高雄市前鎮區崗山西街241號,4.7,51
晨昕素食鹽酥雞,restaurant,806台灣高雄市前鎮區同安路66-1號,4.8,69
光玲素食麵館,restaurant,806台灣高雄市前鎮區隆昌街23號,4.6,150
愛心蔬食素便當,restaurant,806台灣高雄市前鎮區文林街36號,4.8,76
素食麵攤,restaurant,806台灣高雄市前鎮區武慶一路274號,4.7,17
高雄每日蔬食咖啡 Daily Café,"cafe, restaurant, store",806台灣高雄市前鎮區粵江街25號一樓,4.7,78
尚蔬大仁,restaurant,830台灣高雄市鳳山區自強二路158巷28號,4.8,218
千荷田食べ放題涮涮鍋-高雄統一時代店,restaurant,806台灣高雄市前鎮區中華五路789號2樓,4.8,4780
錢草食堂,restaurant,806台灣高雄市前鎮區前鎮街291號,5.0,41
和豐素食,restaurant,806台灣高雄市前鎮區瑞北路128號,4.6,52
展宸堂素食麵線糊,restaurant,806台灣高雄市前鎮區崗山橫街24號,5.0,27
享吃蔬食煎包,restaurant,830839台灣高雄市鳳山區林森路27號,4.8,78
小孩吃素(苓雅福建店),"bar, cafe, restaurant, store",802台灣高雄市苓雅區福建街342號,4.6,1559
貳柒早蔬食｜素食早餐｜古早味粉漿蛋餅｜壽司涼麵,restaurant,806台灣高雄市前鎮區佛德街27號,4.8,14
茹薏蔬食料理,restaurant,830台灣高雄市鳳山區保泰路246號,4.7,275
尊泓薑母鴨草衙總店,restaurant,806台灣高雄市前鎮區德昌路159巷2號,4.7,64
藝廚坊,restaurant,806台灣高雄市前鎮區鄭和路62號1樓,4.5,77
素食小吃-高雄大寮,restaurant,831台灣高雄市大寮區大寮路639號 號,5.0,1
壹貳玖巷,restaurant,831台灣高雄市大寮區鳳林三路463巷21之1號,4.6,351
大寮吳媽媽素食水煎包,restaurant,831台灣高雄市大寮區中庄里立德路698巷2號中庄朝中宮正前方100公尺右手邊,4.6,55
後庄素食麵,restaurant,831台灣高雄市大寮區民族路307號,4.5,204
大眾素食自助餐,restaurant,831台灣高雄市大寮區大寮路591號,4.7,7
金蓮素食,restaurant,831台灣高雄市大寮區四維路105號,4.9,7
就素鹹酥雞（素食鹹酥雞）,restaurant,831台灣高雄市大寮區林厝路63號,4.9,22
和緣蔬食,restaurant,831台灣高雄市大寮區光明路三段138號,4.6,20
"楊媽媽麵包本舖-高雄素食麵包,素食餐盒&素香鬆（採用永齡農場有機青江菜）&大明毛豆麵包","bakery, restaurant, store",831台灣高雄市大寮區鳳屏一路654號,4.6,92
素食水煎包,store,831台灣高雄市大寮區鳳林三路571號,4.8,31
來點辣素食麻辣燙,restaurant,831124台灣高雄市大寮區鳳林三路497號,4.8,17
君君廚房,restaurant,831台灣高雄市大寮區力行路120-3號,4.8,32
信耀湯包,restaurant,831台灣高雄市大寮區正氣路31-1號,4.9,332
我的古早味油飯,restaurant,831台灣高雄市大寮區力行路47號,4.6,27
麻吉水煎包-素食,restaurant,831台灣高雄市大寮區鳳林四路158號,5.0,1
小巷子中西式素食早餐,restaurant,831台灣高雄市大寮區黃厝路3之6號,4.8,41
平安香酥臭豆腐,restaurant,831台灣高雄市大寮區大寮路375-5號,4.9,147
素食早餐,restaurant,831台灣高雄市大寮區光明路三段132號,4.8,18
卓越羹麵·素食,restaurant,831台灣高雄市大寮区中正路1號1巷2-2號 7-11義發門市 路口斜對面,4.9,9
双姐妹素食早餐,restaurant,831台灣高雄市大寮區林厝路4號,4.7,58
瓦咖喱家 Rendezvous 丼飯/咖哩/蔬食(大寮一番賞)聚會/外燴/親子友善餐廳/壽喜燒,restaurant,831126台灣高雄市大寮区凤林三路258號1樓,4.8,151
宜良烤鴨,restaurant,831台灣高雄市大寮區大寮路828-6號,4.6,33
閑寮鍋燒/胖吐司/風味茶,"restaurant, store",831台灣高雄市大寮區捷西路,4.9,98
東豐食堂,"restaurant, store",831台灣高雄市大寮區八德路113之1號,4.5,41
人人來客人美濃粄條店,restaurant,831台灣高雄市大寮区大寮路717號D間,4.9,20
青雅文複合式餐飲,restaurant,831台灣高雄市大寮區華中南路265號,5.0,5
性通素食自助餐,restaurant,812台灣高雄市小港區松興路53號,4.7,11
夏一凍呷冰,,831台灣高雄市大寮區大寮路639-15號,5.0,64
榕樹下自助餐,restaurant,831台灣高雄市大寮區萬丹路992號,4.8,27
築間幸福鍋物 大寮鳳林店,restaurant,831台灣高雄市大寮區鳳林三路431號,4.7,1098
PiPi's Pizza,"cafe, meal_takeaway, restaurant, store",831台灣高雄市大寮區力行路142號,4.9,72
麵錢脆皮水煎包,restaurant,831台灣高雄市大寮區萬丹路1000號,4.6,55
早到晚到大寮店,restaurant,831台灣高雄市大寮區力行路034鄰號196之9號,4.6,878
德來素早餐店,restaurant,831台灣高雄市大寮區四維路162號,4.5,14
吉祥,restaurant,840台灣高雄市大樹區興田路154之8號,4.5,48
佛光山佛陀紀念館佛光一滴,restaurant,840台灣高雄市大樹區擎天神路,4.5,474
佛光山香花迎,"book_store, restaurant, store",84049台灣高雄市大樹區興田路153號,4.6,90
佛光山佛陀紀念館樟樹林滴水坊,restaurant,84049台灣高雄市大樹區統嶺路2號,4.6,308
菜脯囝蔬食,restaurant,840台灣高雄市大樹區新社街,5.0,60
慈馨素食總匯,restaurant,840台灣高雄市大樹區中興街95號,5.0,4
傳燈樓滴水坊,"cafe, restaurant",84049台灣高雄市大樹區興田路153號,4.5,385
一派胡塩酵素臭豆腐-大樹店,restaurant,840台灣高雄市大樹區九曲路300號,4.7,123
荷果蔬食,restaurant,840台灣高雄市大樹區久堂路63號,5.0,6
佛陀紀念館雙閣樓餐廳,restaurant,840台灣高雄市大樹區擎天神路,4.5,523
一壹素食麵,restaurant,840台灣高雄市大樹區九大路283號,4.6,79
愛上布諾閣,restaurant,840台灣高雄市大樹區龍目路54-3號,4.6,1360
草根素食,restaurant,840台灣高雄市大樹區建村街90-2號,4.5,17
素食早午餐,restaurant,840台灣高雄市大樹區大樹路102號102之4號,5.0,1
佛光山朝山會館,restaurant,84049台灣高雄市大樹區興田路153號,4.5,628
喜安素食,restaurant,81566台灣高雄市大社區大社路6-6號,4.7,19
禾方蔬食臭豆腐,restaurant,815台灣高雄市大社區和平路一段600之號9,4.8,55
金龍39蔬食（大社在地素食早餐）,restaurant,815台灣高雄市大社區金龍路39號,4.5,142
彎餃煎餃,restaurant,815台灣高雄市大社區自由路61號,4.9,36
壹伍壹御飯捲 __ 炸年糕/蘿蔔糕,restaurant,815台灣高雄市大社區翠屏路88-10號,4.9,194
DoNi製丼所,restaurant,815台灣高雄市大社區中正路29-1號,4.8,175
廚男日食,restaurant,815台灣高雄市大社區中山路54號,4.7,338
Happy Mama 親子餐廳｜性別趴｜抓周｜收涎｜生日,restaurant,815台灣高雄市大社區中山路521-22號,4.8,81
昆明小館,restaurant,815台灣高雄市大社區三民路187-3號,4.7,182
雅樂洋食廚坊 ｜大社美食｜義大利麵/焗烤/燉飯/咖喱飯類,"restaurant, store",815台灣高雄市大社區中山路41號,4.5,207
清豐美食館(清豐蔬食)(清豐素食),restaurant,811032台灣高雄市楠梓區土庫路70-1號,4.5,296
合鳳苑,place_of_worship,815台灣高雄市大社區鹽埕巷14號,4.8,296
御天然綠豆湯大社店,store,815台灣高雄市大社區中山路381號,4.8,195
常來古早味蔬菜蛋餅,restaurant,815台灣高雄市大社區中山路289號,4.7,92
貓廚,restaurant,815台灣高雄市大社區學府路200巷3號,4.6,840
一兩餃子,restaurant,815台灣高雄市大社區翠屏路112巷1-2號玩山園舊址2樓,4.8,186
滷亭苑,restaurant,815台灣高雄市大社區中山路139號,4.8,205
好粥對麵素食廣東粥 旗楠店,restaurant,811台灣高雄市楠梓區旗楠路長安巷2-5號,4.7,75
金蓮鍋燒·粉漿蛋餅JinLian(附蔬食),restaurant,815007台灣高雄市大社區中山路207號一樓,4.9,135
日月煎餃,restaurant,815台灣高雄市大社區中正路37號,4.7,128
如一蔬食,restaurant,812台灣高雄市小港區二苓路266號,4.8,72
素的麵館(不定時公休，歡迎致電),restaurant,812台灣高雄市小港區漢民路99號,4.5,213
成運素食,restaurant,812台灣高雄市小港區二苓路304號,5.0,14
豆賞咖啡店 素食餐飲,"cafe, restaurant",812台灣高雄市小港區明聖街6號,4.5,297
萬德福蔬食新風潮（小港店）素食,restaurant,812台灣高雄市小港區桂園路46號,4.6,71
吉恩素食有限公司,,812台灣高雄市小港區高坪三十九街137號,4.9,27
桂林蔬食異國料理,restaurant,812台灣高雄市小港區博學路545號,4.7,28
林（素食）,restaurant,812台灣高雄市小港區金府路47號,4.9,17
素食自助餐,restaurant,812台灣高雄市小港區桂陽路14號之1號,4.6,30
素食麵店（山明里）,restaurant,812台灣高雄市小港區山明路281巷64號,4.6,60
玉香素食,restaurant,812台灣高雄市小港區大鵬路57號,4.7,10
小港素食刀削麵,store,812台灣高雄市小港區小港路285號,4.8,24
鳳農素食-順伯的店,restaurant,812台灣高雄市小港區桂園路36號,4.5,18
金漢蔥蔬餅創始店,restaurant,812台灣高雄市小港區漢民路315號,4.8,67
素食水煎包,restaurant,812台灣高雄市小港區飛機路398號,5.0,5
韓國國民食堂,restaurant,812台灣高雄市小港區宏光街331號,4.8,853
無名素食燒餅早餐,restaurant,812台灣高雄市小港區桂陽路209巷21弄2號,4.9,19
小廚房雞腿飯,"restaurant, store",812台灣高雄市小港區山明路417號,4.9,113
阿母ㄟ素食麵,restaurant,812台灣高雄市小港區崇文路67號,5.0,1
無疆滷味（小港總店）,"restaurant, store",812台灣高雄市小港區金府路81號,4.8,1243
痴飯趣Rice Fun,restaurant,812台灣高雄市小港區大鵬路115號,4.7,84
NU PASTA 小港康莊店,restaurant,812台灣高雄市小港區康莊路100號,4.7,2279
越素蔬食Vietnam Vegan（休假時間請看FB）,restaurant,830台灣高雄市鳳山區立志街138號,4.8,508
二苓素食粥,restaurant,812台灣高雄市小港區二苓路174號,4.5,2
韓嗑食堂,restaurant,812台灣高雄市小港區漢民路653號,4.5,386
素食早餐煎餃,restaurant,812台灣高雄市小港區漢民路中山國中前面停車格,4.8,4
惠光素簡餐（原名上惠越式素食）,restaurant,820台灣高雄市岡山區仁壽路214號,4.7,149
春發蔬食堂,restaurant,820台灣高雄市岡山區嘉華路291號,4.7,67
映紅越式素食點心咖啡,restaurant,820台灣高雄市岡山區中山南路426號1樓,4.8,22
素蒲屋連鎖素食品專賣(岡山店),"grocery_or_supermarket, store",820台灣高雄市岡山區維仁路145號1號,4.9,192
吃菜好好丸-鄭港香,restaurant,820台灣高雄市岡山區育樂巷34號斜對面,5.0,1
素意麵,restaurant,820台灣高雄市岡山區協德街92號,4.6,46
清楚素食館,restaurant,820台灣高雄市岡山區大仁路24號,4.5,42
宏吉成素食鹹酥雞&滷味,restaurant,820台灣高雄市岡山區維仁路30巷2-2號,4.5,131
一派胡塩酵素臭豆腐-岡山店,restaurant,820台灣高雄市岡山區仁壽路156-5號,4.9,162
素健康早餐素食,restaurant,820台灣高雄市岡山區公園西路三段16號,4.5,68
HoJa Kitchen 早午餐咖啡廳 ✕ 健康餐盒專門店《🅿️對面有停車場》,"cafe, restaurant, store",820台灣高雄市岡山區大德一路7-1號,4.7,122
恒豐行有機蔬果,"health, store",820台灣高雄市岡山區岡山路482號,4.9,11
盛桔古早味麵糊蔬菜蛋餅 岡山店,restaurant,820台灣高雄市岡山區維仁路48號,4.6,61
不只是沙拉 - 岡山店,restaurant,820台灣高雄市岡山區大義二路358號,4.6,129
韓丼韓式料理,store,82042台灣高雄市岡山區維仁路11號,4.7,540
北村豆腐家 高雄岡山店,restaurant,820台灣高雄市岡山區捷安路1巷2號3樓,4.6,1531
味之屋,restaurant,820台灣高雄市岡山區公園西路三段81號,4.6,185
蔬食8蔬食便利超商(岡山店),"convenience_store, store","1樓, No. 183號中山北路岡山區高雄市台灣 820115",5.0,33
品香海苔飯卷,restaurant,820台灣高雄市岡山區維仁路154號,4.6,56
利修食品企業社,,820台灣高雄市岡山區公園西路52號,4.6,7
牛狀元溫體牛肉美食,restaurant,820台灣高雄市岡山區公園西路三段51號,4.6,124
古早味麵線糊,restaurant,820台灣高雄市岡山區維新路54號,4.6,145
養生素食煎餃煎包,restaurant,820台灣高雄市岡山區國軒路7號,5.0,2
耕讀園新光三越高雄左營店,restaurant,813009台灣高雄市左營區高鐵路123號2F,4.9,3778
仙桃素,restaurant,81358台灣高雄市左營區富國路220號,4.8,566
饗蔬食素食,restaurant,813台灣高雄市左營區重愛路96號,5.0,40
菩善蔬園,restaurant,813台灣高雄市左營區立信路140號,4.5,215
滬裕美食小館,"grocery_or_supermarket, restaurant, store",81366台灣高雄市左營區富國路546號不定時店休 到店先電詢,4.6,145
OH!買辣,restaurant,813台灣高雄市左營區新庄仔路712巷15號,4.8,66
台素集團,restaurant,813台灣高雄市左營區自由三路261號,4.9,22
阿霞柑嬤店吔籠神炊粿,restaurant,813台灣高雄市左營區華夏路463號,4.6,389
新上素食館,restaurant,813台灣高雄市左營區明華一路167號,4.6,155
Ease vegetarian,restaurant,813台灣高雄市左營區明潭路94號,4.5,154
八方雲集-左營曾子店,restaurant,81368台灣高雄市左營區華夏路979號,4.5,993
愛客蔬食ECO BURGER,restaurant,813台灣高雄市左營區文瑞路15號,4.5,664
新好素食,restaurant,813台灣高雄市左營區自由三路236號,4.5,111
順富素食,restaurant,813台灣高雄市左營區富民路17號,4.7,155
蔬素麻油料理,restaurant,813台灣高雄市左營區新下街72號,4.5,204
炸遍食堂 素食鹹酥雞,"meal_takeaway, restaurant",813台灣高雄市左營區華夏路328號,4.5,319
開興素食,restaurant,813台灣高雄市左營區辛亥路８９號,4.7,87
今點素食,restaurant,813台灣高雄市左營區左營新路131號,4.8,33
艾佳素食,restaurant,813台灣高雄市左營區立大路320號1樓,5.0,1
玉春素食- 自由總店,restaurant,813台灣高雄市左營區自由三路261號,4.8,4
一品生素食養生竹香坊,restaurant,804台灣高雄市鼓山區中華一路105-2號,4.5,248
得來素蔬食早午餐-高雄立道店,restaurant,813台灣高雄市左營區立道路11號,4.5,255
聚緣素食（巷仔內素食）,restaurant,813台灣高雄市左營區重上街171號,4.7,67
"To Be Smoothie 高雄孟子店【綠果昔Smoothie, 沙拉Salad, 輕食餐廳】",restaurant,813台灣高雄市左營區孟子路566號,4.9,1708
隨緣素食,restaurant,813台灣高雄市左營區民族一路901巷9號,4.6,20
食客嚐鮮,restaurant,827台灣高雄市彌陀區安樂路28號,4.8,151
港馨合苑,restaurant,827台灣高雄市彌陀區過港路西二巷18號,4.7,187
厚福早午餐,restaurant,827台灣高雄市彌陀區靖和街40號,4.9,373
韋陀素食,restaurant,826台灣高雄市梓官區赤崁南路50號,4.6,150
Food憩 蔬食早午餐,restaurant,826台灣高雄市梓官區進學路36號後面號,4.7,42
愛琴海岸海景渡假農場,restaurant,827台灣高雄市彌陀區新庄路1之268號,4.5,4973
彌陀朱家水煎包,restaurant,827台灣高雄市彌陀區中正路,4.7,17
德松烤肉,store,827台灣高雄市彌陀區中正路242號,4.6,52
活水豆花雪綿冰,,827台灣高雄市彌陀區中正路28號,4.6,32
Panda胖達炸雞,restaurant,827台灣高雄市彌陀區中正路143號,4.7,27
餘香咖啡,cafe,827台灣高雄市彌陀區南寮路光明巷31-1號,4.5,425
一同素食,,826台灣高雄市梓官區中崙路247號,4.9,24
阿花早餐店（古早味）,restaurant,82742台灣高雄市彌陀區中正西路243號,4.8,8
妙菩提MAIO PU TI （如週二遇初一、十五日常營業）,restaurant,821台灣高雄市路竹區中興路99號,4.5,44
後勁素食店,restaurant,811台灣高雄市楠梓區學專路605號,4.8,66
愛園蔬食,restaurant,800台灣高雄市新興區黃海街55號,4.8,22
Plant-Based Oasis 蔬食綠洲（文化中心本店）,"restaurant, store",802台灣高雄市苓雅區青年一路16-1號,4.6,237
國泰素食小吃店,restaurant,800台灣高雄市新興區尚文街21號,4.6,90
阿秀素食煎餃,restaurant,800台灣高雄市新興區復橫一路48號,4.5,257
蓮心蔬菜館,restaurant,800台灣高雄市新興區錦田路17-1號,4.8,17
阿亮屋素食,restaurant,807台灣高雄市三民區南台路195巷2號,4.6,183
豐盛素食館,restaurant,800台灣高雄市新興區錦田路95號,4.7,39
得來素蔬食早午餐-高雄六合店,restaurant,800台灣高雄市新興區六合一路39-4號,4.5,329
米院子油飯（10:45～售完為止）,restaurant,800台灣高雄市新興區南海街30號,4.8,1140
鉦得素食料理,restaurant,800台灣高雄市新興區黃海街43號,5.0,4
觀妙素食,restaurant,807台灣高雄市三民區建國三路46巷74-2號,4.7,66
修圓素食自助餐,restaurant,802台灣高雄市苓雅區興中一路347-15號,4.6,61
金如來素食餐廳,restaurant,842台灣高雄市旗山區華中街2-28號,4.5,387
"旗尾山安娜的南洋菜（假日免預約,平日提前一小時預定，黃金雞湯套餐請提前一天預定）/restaurants/旗山美食/旗山必吃/旗山合菜/附近美食/高雄美食",restaurant,842台灣高雄市旗山區竹寮巷7之2號,4.7,123
靜慮蔬苑,restaurant,842台灣高雄市旗山區永福街37巷11號,4.8,73
大象山藥膳園,restaurant,842台灣高雄市旗山區義民巷19號,4.5,40
夠面子手工廚坊,restaurant,842台灣高雄市旗山區永福街23巷10號,4.8,90
大一食堂,restaurant,842台灣高雄市旗山區復新東街48號,5.0,833
実家じっか｜旗山老街,restaurant,842台灣高雄市旗山區復新街56號,4.5,132
旗蹟咖啡部屋,restaurant,842台灣高雄市旗山區中正路173巷7之1號,4.5,479
旗山金源日式涮涮鍋（提供免費停車場),restaurant,842台灣高雄市旗山區復新東街37號,4.8,3381
暖味食堂丨旗山麵店·旗山晚餐·旗山宵夜·Qishan restaurant,restaurant,842台灣高雄市旗山區大同街29號,4.6,127
億品鍋•高雄旗山店 Mini Shabu Shabu,restaurant,842台灣高雄市旗山區延平一路440號,4.6,482
月亮香蕉城手工蛋捲 月亮香蕉冰紅茶 旗山推薦飲料 老街名產 必吃蛋捲 人氣伴手禮 老街伴手禮 必買伴手禮 飲料店 必喝飲料,"restaurant, store",842台灣高雄市旗山區中山路49號,4.9,8942
全鵝熱炒 平價小吃,restaurant,842056台灣高雄市旗山區東新街9-3號,4.6,90
旗山李家涼麵,restaurant,842台灣高雄市旗山區復新街9號,4.8,39
夾心豆干~1968~,restaurant,842台灣高雄市旗山區中山路67號,4.7,44
旗山北站小貞越南美食,restaurant,842台灣高雄市旗山區延平一路468巷17號,4.5,131
旗山老街【虹芭樂】,"grocery_or_supermarket, health, restaurant, store",842台灣高雄市旗山區中山路54號,4.8,22
古早味（田）米粉明(65),restaurant,842台灣高雄市旗山區平和街12號,4.7,43
旗山益銘號蕎麥手打麵,restaurant,842台灣高雄市旗山區復新東街13號,4.5,1520
君，日式咖哩飯,restaurant,842台灣高雄市旗山區延平一路317號,4.5,39
北極海,restaurant,842台灣高雄市旗山區旗文路117-2號,4.7,96
旗山永福手工包子饅頭,restaurant,842台灣高雄市旗山區永福街42號,4.7,30
廣東烤鴨莊,restaurant,842台灣高雄市旗山區中華路563號,4.5,30
元師傅滷味,restaurant,842台灣高雄市旗山區中山路12號,4.5,171
旗后素食館,restaurant,805台灣高雄市旗津區廟前路103巷1號,4.6,133
鳳珠嬤ㄟ素食,restaurant,805台灣高雄市旗津區中洲二路177號,4.6,14
喜香舫,,805台灣高雄市旗津區旗津三路 1050號 旗津 光觀市場內；攤號 :90,5.0,4
漢德那斯番菜料理,restaurant,805台灣高雄市旗津區廟前路1巷36弄1號,4.8,948
素鹹粥-待用素餐01號店,restaurant,805台灣高雄市旗津區中洲三路516-1號,4.6,17
杉林素食餐館(原素速叫便當),restaurant,846台灣高雄市杉林區清水路92號,5.0,4
素食早餐店,store,846台灣高雄市杉林區清水路140號,4.5,11
芯衣素食,restaurant,832台灣高雄市林園區信義路69巷48號,4.7,18
C.c主廚＆無菜單私廚料理,restaurant,832台灣高雄市林園區港埔二路73巷39-1號,5.0,36
近膳餐盒,restaurant,832台灣高雄市林園區仁愛路257號,4.7,201
素食菜嗲 炸物,restaurant,832台灣高雄市林園區忠義二街55號,4.8,6
蔬鍋意｜高雄林園蔬食鍋燒,restaurant,832台灣高雄市林園區文化街160-2號,5.0,4
容慈素食行,store,832台灣高雄市林園區林園北路41號,4.6,15
永心糰子燒,store,832台灣高雄市林園區林園北路426號,4.6,27
萬德福素食新風潮(炸物/臭臭鍋燒系列),restaurant,832台灣高雄市林園區鳳林路二段769號,4.5,74
就素23-2,restaurant,832台灣高雄市林園區中芸路23-2號,5.0,4
綠蔬軒素食麵線糊,restaurant,832台灣高雄市林園區東林西路50號,4.7,7
林園阿娥越南河粉,restaurant,83249台灣高雄市林園區仁愛路150巷29號,4.8,96
好食再小館,restaurant,832台灣高雄市林園區東林西路298巷205號,5.0,4
一鼎滷味,restaurant,832台灣高雄市林園區林園北路155號,4.5,26
素食早餐,restaurant,832台灣高雄市林園區中厝路155號,4.5,13
建利港式麵館,restaurant,832台灣高雄市林園區仁愛路70 號,4.7,104
本江食堂,restaurant,832台灣高雄市林園區文化街227號,4.8,15
百雪冰品美食店,restaurant,832台灣高雄市林園區文化街184號,4.5,171
禾日餐飲車隊聯盟（高雄林園點）,,832台灣高雄市林園區忠孝西路187號,4.5,2
上等素食,restaurant,832台灣高雄市林園區漁港路83號,5.0,1
花粿碗粿,"meal_takeaway, restaurant",832台灣高雄市林園區林園北路157號,5.0,26
里仁-林園忠義店,store,83250台灣高雄市林園區忠義一街29號,4.7,63
新奇麵店（阿婆麵）,restaurant,832台灣高雄市林園區林內路151號,4.6,136
中華麵館,restaurant,832台灣高雄市林園區開南街68號,4.6,22
食光杯 高雄林園店,restaurant,832台灣高雄市林園區仁愛路174號,4.7,75
龍華素食,store,"436 號, No. 432林園北路林園區高雄市台灣 832",4.7,6
魯魯四川麻辣燙,restaurant,832台灣高雄市林園區東林東路27號,4.7,105
珍香烤肉,restaurant,832台灣高雄市林園區中芸二路40號,4.8,4
超及鱻平價壽司-林園店,"meal_takeaway, restaurant",832台灣高雄市林園區東林西路59號,4.9,7
強海創驛站複合式咖啡廳(以洋蔥為主要特色 料理&飲調),store,832台灣高雄市林園區沿海路二段68號,5.0,89
九鼐素食早點,restaurant,832台灣高雄市林園區,5.0,2
林園北港香菇肉羮,restaurant,832台灣高雄市林园区忠孝西路43號農會旁,4.6,151
元豪湯包,restaurant,832台灣高雄市林園區文賢南路38號,4.9,32
龔記香酥臭豆腐-林園總店,restaurant,832台灣高雄市林園區林園北路426號,4.6,248
喜田便當/全香便當,restaurant,832台灣高雄市林園區溪州三路235號,4.9,10
梅山口飯店,restaurant,848台灣高雄市桃源區南橫公路58d號號,4.6,27
嗨杏原味餐店「Haising snack」,restaurant,848台灣高雄市桃源區梅山巷58號,5.0,41
Asaku餐廳,restaurant,848台灣高雄市桃源區荖濃溪林道,4.5,4
無我茶禪,restaurant,833台灣高雄市鳥松區松埔北巷10號,4.6,505
寶來阿秋野生愛玉,store,844台灣高雄市六龜區中正路64號,4.8,452
一条根 山海産/牛排/熱炒,store,844台灣高雄市六龜區中正路128-21號,4.9,143
福家小吃店,store,844台灣高雄市六龜區中正路55號,4.7,98
美膳食堂(推薦銷魂烤雞、首選六龜美食、在地寶來必吃、泡湯、南橫、露營放鬆）,restaurant,84443台灣高雄市六龜區新開路86號,4.7,613
大哉良食（只提供外帶）,,804台灣高雄市鼓山區博愛一路534號5F,4.9,11
和星星說話 （ 預約制，請來電預約）,restaurant,804台灣高雄市鼓山區高雄市鼓山區桃源里柴山31之2號,4.8,73
十全小吃部,store,848台灣高雄市桃源區上寶來產業道路37號,4.8,12
南橫飲食店•民宿屋,"lodging, meal_takeaway, restaurant, store",848台灣高雄市桃源區南橫公路五段150號,4.5,265
美濃原鄉緣食藝餐廳【Yuan Shiang Yuan Food Art Restaurant 】,restaurant,"147號之1號, 中興路一段美濃區高雄市台灣 843",4.9,1063
山之戀風味餐廳（寶來）,restaurant,844台灣高雄市六龜區中正路105-5號,4.5,1020
小春日和 Meinong,cafe,843台灣高雄市美濃區泰中路888號,4.8,53
好食客,restaurant,843台灣高雄市美濃區自強街三段29-3號,4.9,727
惜福素食,restaurant,826台灣高雄市梓官區光明路62號,5.0,3
八分廚房,restaurant,826台灣高雄市梓官區赤崁南路53號,4.8,143
羽の風味炒飯,restaurant,826台灣高雄市梓官區進學路45號,4.6,26
蔡老師中西式早點,restaurant,826台灣高雄市梓官區嘉好路71號,5.0,22
蚵仔寮搧海風冰淇淋,restaurant,826台灣高雄市梓官區通安路305巷73-1號,4.6,15
樂翔家CHICKEN,restaurant,826台灣高雄市梓官區嘉好路123號,4.7,386
蓁蕙臭豆腐,"meal_takeaway, restaurant",826台灣高雄市梓官區漁港二路308攤位號直銷中心,5.0,46
揪食雞-蚵寮店,restaurant,826台灣高雄市梓官區中正路與號廣澤路口紅綠燈下,4.9,16
鶴澍便當大王,restaurant,826台灣高雄市梓官區梓官路243號,5.0,18
阿貴師素食,restaurant,811台灣高雄市楠梓區後昌路911號,4.5,409
味肯蔬食,restaurant,811台灣高雄市楠梓區惠民路110號1樓,4.6,74
林媽媽彌月油飯,restaurant,826台灣高雄市梓官區中正路314號,4.8,9
滷味攤,store,826台灣高雄市梓官區大舍西路6號,4.8,20
梓官香炸雞,restaurant,826台灣高雄市梓官區進學路55號,4.7,19
街頭印象,restaurant,826台灣高雄市梓官區嘉展路405號,4.5,43
梓官水煎包,restaurant,826台灣高雄市梓官區進學路110-1號,4.6,22
幸福來複合式早餐,restaurant,826台灣高雄市梓官區赤崁南路142號1樓,4.8,36
木心素食,restaurant,811台灣高雄市楠梓區右昌街189號騎樓(右倉家旁,5.0,8
千里素食,restaurant,811台灣高雄市楠梓區盛昌街222號,4.9,69
炒米粉•炒麵,restaurant,826台灣高雄市梓官區光明路161號,4.6,10
早齋午膳素食,restaurant,811台灣高雄市楠梓區惠民路154號,4.6,31
蚵寮水餃王,restaurant,826台灣高雄市梓官區禮仁路80號,4.6,349
啾桑牛排,restaurant,826台灣高雄市梓官區通安路58巷62號,4.8,41
金時代牛排館,restaurant,826台灣高雄市梓官區中崙路317號,4.5,28
素之軒,restaurant,811台灣高雄市楠梓區藍昌路461號,4.5,95
蓁愛食素,restaurant,811台灣高雄市楠梓區藍昌路202號,4.5,89
開心屋食堂,restaurant,826台灣高雄市梓官區大舍南路9號,4.5,31
百味小火鍋,restaurant,826台灣高雄市梓官區光明路23號,4.7,63
呷霸,restaurant,826台灣高雄市梓官區通安路175號,5.0,5
